"","record_id","outdesc","out","outprimary","outtype","outanalysis___1","outanalysis___2","outanalysis___3","outanalysis___4","outanalysisdesc","outhowgconfound___1","outhowgconfound___2","outhowgconfound___3","outhowgconfound___4","outhowgconfound___5","outhowgconfound___6","outhowgconfound___7","outhowgconfound___8","outhowconfounddesc","outconfdomains___1","outconfdomains___2","outconfdomains___3","outconfdomains___4","outconfdomains___5","outconfdomains___6","outconfdomains___7","outconfdomains___8","outconfdomains___9","outconfdomains___10","outconfdomains___11","outconfdomains___12","outconfdomains___13","outconfdomains___14","outconfdomains___15","outconfdomains___16","outconfdomains___17","outmingenetics","outmincoinfect","outminatopic","outminneonatal","outminchildsex","outminantibiotic","outminses","outminsibling","outminsmoking","outminnutrition","outminallergens","outminpollution","outminageexp","outminageout","expdesc","expmeth___1","expmeth___2","expmeth___3","expmeth___4","expmeth___5","exptype","exptime___1","exptime___2","exptime___3","exptimedesc","compdesc","type","time2needed","time3needed","expdesc.1","time","estype","esdesc","esmethod","es","es.se.report","es.se","n","expevent","expnonevent","compevent","compnonevent","outage","id","comparison"
"1343",25,"ASTHMA: Asthma diagnosis was made on the basis of one of the following: 1) the GINA guideline in children with recurrent wheezing with predictive factors; 2) a doctor's diagnosis and the child's being prescribed inhaled corticosteroid for control.",1,3,1,0,0,1,0,"Cox regression analysis was used to estimate the hazard ratio of the risk factors of subsequent development of wheezing and asthma.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Steve: RSV(+) LRTI]    URTI-RSV positive",1,0,0,0,0,2,0,1,0,"","[Steve: RSV(-) LRTI]    URTI without RSV  ""The RNA and DNA were extracted from the nasopharyngeal secretion to detect for four RNA viruses (viz., RSV, hMPV, influenza A and influenza B) and atypical bacterial pathogens (M. pneumoniae, C. pneumoniae and C. trachomatis).""",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",25,1
"219",25,"WHEEZING: Recurrent wheezing was defined as children  with a history of healthcare visits with wheezing or  having received beta 2 agonist nebulization to relieve respiratory symptoms.",2,3,1,0,0,1,0,"Cox regression analysis was used to estimate the hazard ratio of the risk factors of subsequent development of wheezing and asthma.",0,0,0,0,0,0,0,1,"The study did not attempt to reduce the influence of confounders in any way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Steve: participants had acute bronchiolitis so I think we would count this as RSV(+) LRTI]     URTI-RSV positive",1,0,0,0,0,2,0,1,0,"","[Steve: RSV(-) LRTI]    URTI without RSV  ""The RNA and DNA were extracted from the nasopharyngeal secretion to detect for four RNA viruses (viz., RSV, hMPV, influenza A and influenza B) and atypical bacterial pathogens (M. pneumoniae, C. pneumoniae and C. trachomatis).""",2,2,1,NA,1,4,"Table 5-  HR 1.04 (95% CI 0.55-1.97)  -To figure out how many children contributed to this analysis, I had to go to the second paragraph under ""Subsequent wheezing and asthma"" in the results.  ""At the end of the 3rd and 5th years, we were able to contact 152 (89%) and 91 (60%) of the parents/children for medical information, respectively. In the first three years, recurrent wheezing was reported for 94 (61.8%) of the children.""",1,1.04,1,0.33,152,62,NA,NA,NA,"wheezing after initial hospitalization (ages 0-3 years)",25,1
"217",25,"WHEEZING: Recurrent wheezing was defined as children  with a history of healthcare visits with wheezing or  having received beta 2 agonist nebulization to relieve respiratory symptoms.",2,3,1,0,0,1,0,"Cox regression analysis was used to estimate the hazard ratio of the risk factors of subsequent development of wheezing and asthma.",0,0,0,0,0,0,0,1,"The study did not attempt to reduce the influence of confounders in any way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Steve: participants had acute bronchiolitis so I think we would count this as RSV(+) LRTI]     URTI-RSV positive",1,0,0,0,0,2,0,1,0,"","[Steve: RSV(-) LRTI]    URTI without RSV  ""The RNA and DNA were extracted from the nasopharyngeal secretion to detect for four RNA viruses (viz., RSV, hMPV, influenza A and influenza B) and atypical bacterial pathogens (M. pneumoniae, C. pneumoniae and C. trachomatis).""",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",25,1
"218",25,"WHEEZING: Recurrent wheezing was defined as children  with a history of healthcare visits with wheezing or  having received beta 2 agonist nebulization to relieve respiratory symptoms.",2,3,1,0,0,1,0,"Cox regression analysis was used to estimate the hazard ratio of the risk factors of subsequent development of wheezing and asthma.",0,0,0,0,0,0,0,1,"The study did not attempt to reduce the influence of confounders in any way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Steve: participants had acute bronchiolitis so I think we would count this as RSV(+) LRTI]     URTI-RSV positive",1,0,0,0,0,2,0,1,0,"","[Steve: RSV(-) LRTI]    URTI without RSV  ""The RNA and DNA were extracted from the nasopharyngeal secretion to detect for four RNA viruses (viz., RSV, hMPV, influenza A and influenza B) and atypical bacterial pathogens (M. pneumoniae, C. pneumoniae and C. trachomatis).""",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",25,1
"278",31,"Current asthma at 11 years of age was defined as a positive answer to the ISAAC question regarding ''asthma ever'' and a positive answer to at least one of the two questions: (1) wheezing or whistling in the chest or chest tightness during the preceding 12 months or (2) use of asthma medication during the preceding 12 months.",1,1,1,0,1,0,0,"Unadjusted logistic regression analyses were used to assess relations between potential risk factors present at 2 years of age and asthma at 11 years of age. A multiple logistic regression model was constructed, including variables with a P-value <0.1 in unadjusted analyses. Analysis of interaction terms was used to assess if the explanatory variables influenced children hospitalized for RSV positive or RSV negative bronchiolitis differently with respect to the outcome variable, and to test for interaction effects between significant explanatory variables in the final model",0,1,0,0,0,0,0,0,"Unadjusted logistic regression analyses were used to assess relations between potential risk factors present at 2 years of age and asthma at 11 years of age. A multiple logistic regression model was constructed, including variables with a P-value <0.1 in unadjusted analyses. Analysis of interaction terms was used to assess if the explanatory variables influenced children  hospitalized for RSV positive or RSV negative bronchiolitis differently with respect to the outcome variable, and to test for interaction effects between significant explanatory variables in the final model.   - Table 1 shows exposure and comparator groups essentially equivalent on age at follow-up assessment",1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"RSV+ LRTI requiring hospitalization",1,0,0,0,0,2,1,0,0,"","RSV- LRTI requiring hospitalization",2,2,2,1,1,1,"Adjusted odds ratio based on Table 2. To get the aOR for RSV+ bronchiolitis, I applied the natural log transformation to the aOR provided in the table, calculated the inverse, then exponentiated again.",1,0.71,1,0.68,93,10,52,11,20,"~ages 10-11",31,1
"279",31,"Current asthma at 11 years of age was defined as a positive answer to the ISAAC question regarding ''asthma ever'' and a positive answer to at least one of the two questions: (1) wheezing or whistling in the chest or chest tightness during the preceding 12 months or (2) use of asthma medication during the preceding 12 months.",1,1,1,0,1,0,0,"Unadjusted logistic regression analyses were used to assess relations between potential risk factors present at 2 years of age and asthma at 11 years of age. A multiple logistic regression model was constructed, including variables with a P-value <0.1 in unadjusted analyses. Analysis of interaction terms was used to assess if the explanatory variables influenced children hospitalized for RSV positive or RSV negative bronchiolitis differently with respect to the outcome variable, and to test for interaction effects between significant explanatory variables in the final model",0,1,0,0,0,0,0,0,"Unadjusted logistic regression analyses were used to assess relations between potential risk factors present at 2 years of age and asthma at 11 years of age. A multiple logistic regression model was constructed, including variables with a P-value <0.1 in unadjusted analyses. Analysis of interaction terms was used to assess if the explanatory variables influenced children  hospitalized for RSV positive or RSV negative bronchiolitis differently with respect to the outcome variable, and to test for interaction effects between significant explanatory variables in the final model.   - Table 1 shows exposure and comparator groups essentially equivalent on age at follow-up assessment",1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"RSV+ LRTI requiring hospitalization",1,0,0,0,0,2,1,0,0,"","RSV- LRTI requiring hospitalization",2,2,2,1,2,1,"Based on descriptive stats (unadjusted) because the main analysis controlled for recurrent wheeze which may be on the causal pathway.",2,0.35,1,0.51,93,10,52,11,20,"~ ages 10-11",31,1
"276",31,"Current asthma at 11 years of age was defined as a positive answer to the ISAAC question regarding ''asthma ever'' and a positive answer to at least one of the two questions: (1) wheezing or whistling in the chest or chest tightness during the preceding 12 months or (2) use of asthma medication during the preceding 12 months.",1,1,1,0,1,0,0,"Unadjusted logistic regression analyses were used to assess relations between potential risk factors present at 2 years of age and asthma at 11 years of age. A multiple logistic regression model was constructed, including variables with a P-value <0.1 in unadjusted analyses. Analysis of interaction terms was used to assess if the explanatory variables influenced children hospitalized for RSV positive or RSV negative bronchiolitis differently with respect to the outcome variable, and to test for interaction effects between significant explanatory variables in the final model",0,1,0,0,0,0,0,0,"Unadjusted logistic regression analyses were used to assess relations between potential risk factors present at 2 years of age and asthma at 11 years of age. A multiple logistic regression model was constructed, including variables with a P-value <0.1 in unadjusted analyses. Analysis of interaction terms was used to assess if the explanatory variables influenced children  hospitalized for RSV positive or RSV negative bronchiolitis differently with respect to the outcome variable, and to test for interaction effects between significant explanatory variables in the final model.   - Table 1 shows exposure and comparator groups essentially equivalent on age at follow-up assessment",1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"RSV+ LRTI requiring hospitalization",1,0,0,0,0,2,1,0,0,"","RSV- LRTI requiring hospitalization",2,2,2,1,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",31,1
"303",34,"Asthma at mean age 6.5  - Current asthma was considered to be present if the child was on continuous maintenance medication for asthma, or if the child had suffered from doctor-diagnosed wheezing or prolonged (>4 weeks) cough or night cough, apart from infection, during the preceding 12 months, and BHR was documented in ECT.",1,3,1,0,1,0,0,"Logistic regression was used to analyse the associations between risk factors and asthma, first by univariate  analyses and then by multivariate analyses adjusted for age on admission (,3 versus .3 months), sex and characteristics which were significant in univariate analyses. Odds ratios with 95%  confidence intervals are reported from both univariate (OR) and multivariate adjusted (aOR) analyses.",0,1,0,0,0,0,0,0,"adjusted for age on admission (<3 versus >3 months), sex and characteristics which were significant in univariate analyses.",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV(+)-LRTI bronchiolitis hospitalization in first 6 months of life",1,0,0,0,0,2,0,0,1,"Birth to 6mos","RSV(-)-LRTI bronchiolitis hospitalization in first 6 months of life",2,2,1,NA,1,1,"Inverse of the adjusted odds ratio presented in Table 2",1,0.27,1,0.55,166,9,108,12,37,"approx. ages 4-7",34,1
"298",34,"Asthma at mean age 6.5  - Current asthma was considered to be present if the child was on continuous maintenance medication for asthma, or if the child had suffered from doctor-diagnosed wheezing or prolonged (>4 weeks) cough or night cough, apart from infection, during the preceding 12 months, and BHR was documented in ECT.",1,3,1,0,1,0,0,"Logistic regression was used to analyse the associations between risk factors and asthma, first by univariate  analyses and then by multivariate analyses adjusted for age on admission (,3 versus .3 months), sex and characteristics which were significant in univariate analyses. Odds ratios with 95%  confidence intervals are reported from both univariate (OR) and multivariate adjusted (aOR) analyses.",0,1,0,0,0,0,0,0,"adjusted for age on admission (<3 versus >3 months), sex and characteristics which were significant in univariate analyses.",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV(+)-LRTI bronchiolitis hospitalization in first 6 months of life",1,0,0,0,0,2,0,0,1,"Birth to 6mos","RSV(-)-LRTI bronchiolitis hospitalization in first 6 months of life",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",34,1
"299",34,"Asthma at mean age 6.5  - Current asthma was considered to be present if the child was on continuous maintenance medication for asthma, or if the child had suffered from doctor-diagnosed wheezing or prolonged (>4 weeks) cough or night cough, apart from infection, during the preceding 12 months, and BHR was documented in ECT.",1,3,1,0,1,0,0,"Logistic regression was used to analyse the associations between risk factors and asthma, first by univariate  analyses and then by multivariate analyses adjusted for age on admission (,3 versus .3 months), sex and characteristics which were significant in univariate analyses. Odds ratios with 95%  confidence intervals are reported from both univariate (OR) and multivariate adjusted (aOR) analyses.",0,1,0,0,0,0,0,0,"adjusted for age on admission (<3 versus >3 months), sex and characteristics which were significant in univariate analyses.",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV(+)-LRTI bronchiolitis hospitalization in first 6 months of life",1,0,0,0,0,2,0,0,1,"Birth to 6mos","RSV(-)-LRTI bronchiolitis hospitalization in first 6 months of life",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",34,1
"315",35,"Past history of asthma by self-reported physician dx",1,1,1,0,0,0,1,"Fisher's exact test;  - estimated the values for the relative  risk (RR) of developing asthma, wheezing",0,0,0,0,0,1,0,0,"showed that weeks gestation at birth was equal to the 10th decimal place across groups;  - showed that roughly an equivalent percentage of fathers and mothers had hx of atopic dermatitis across the two groups  - no adjustment in statistical analysis ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV+ LRTI requiring hospitalization    Britt: RSV + was defined as ""either positive for viral antigen or they showed seroconversion or a fourfold increase in the antibody titer""",1,0,0,0,0,2,0,0,1,"Birth to age 36 months","RSV- LRTI requiring hospitalization",2,2,1,NA,1,1,"based on Table 2; they provide risk ratios but they are unadjusted so I calculated unadjusted odds ratios to be consistent with other studies    Britt: RR given in Table 2: 1.12 (95% CI 0.43-2.96)",2,1.14,1,0.57,133,5,31,12,85,"~ exposure to age 7 years",35,1
"1440",35,"Current treatment for asthma at age 7",1,3,1,0,0,0,1,"Fisher's test",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV+ LRTI hospitalization",1,0,0,0,0,2,0,0,1,"Birth - 36 mos","RSV- LRTI hospitalization",2,2,1,NA,1,1,"based on data in Table 2    Britt: RR given in Table 2: 1.80 (95% CI 0.54-6.00)",2,1.9,1,0.68,133,4,32,6,91,"Age 7 (current)",35,1
"310",35,"Past history of asthma by self-reported physician dx",1,1,1,0,0,0,1,"Fisher's exact test;  - estimated the values for the relative  risk (RR) of developing asthma, wheezing",0,0,0,0,0,1,0,0,"showed that weeks gestation at birth was equal to the 10th decimal place across groups;  - showed that roughly an equivalent percentage of fathers and mothers had hx of atopic dermatitis across the two groups  - no adjustment in statistical analysis ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV+ LRTI requiring hospitalization    Britt: RSV + was defined as ""either positive for viral antigen or they showed seroconversion or a fourfold increase in the antibody titer""",1,0,0,0,0,2,0,0,1,"Birth to age 36 months","RSV- LRTI requiring hospitalization",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,1
"1435",35,"Current treatment for asthma at age 7",1,3,1,0,0,0,1,"Fisher's test",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV+ LRTI hospitalization",1,0,0,0,0,2,0,0,1,"Birth - 36 mos","RSV- LRTI hospitalization",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,1
"314",35,"Past history of asthma by self-reported physician dx",1,1,1,0,0,0,1,"Fisher's exact test;  - estimated the values for the relative  risk (RR) of developing asthma, wheezing",0,0,0,0,0,1,0,0,"showed that weeks gestation at birth was equal to the 10th decimal place across groups;  - showed that roughly an equivalent percentage of fathers and mothers had hx of atopic dermatitis across the two groups  - no adjustment in statistical analysis ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV+ LRTI requiring hospitalization    Britt: RSV + was defined as ""either positive for viral antigen or they showed seroconversion or a fourfold increase in the antibody titer""",1,0,0,0,0,2,0,0,1,"Birth to age 36 months","RSV- LRTI requiring hospitalization",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,1
"1439",35,"Current treatment for asthma at age 7",1,3,1,0,0,0,1,"Fisher's test",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV+ LRTI hospitalization",1,0,0,0,0,2,0,0,1,"Birth - 36 mos","RSV- LRTI hospitalization",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,1
